atomical_number,atomical_id,atommap_number,sort,atomical_bitworkc,filepath,bitworkc_number
58691,ab35761c607210fce5eb70aa1f3d31638e3544f582ead42184540b0f310cc13bi0,357,0,ab357,357.atommap.svg,357
58692,ab3742100a43c58f62ba176e96b2e345b395f2ca28e8329fcafb73ac627a2904i0,374,1,ab374,374.atommap.svg,374
58693,ab21047a1b1bfc5b9cff0a76531b52b803a58b1af534724bcf7df3a6969ed860i0,210,2,ab210,210.atommap.svg,210
58694,ab2587694951c2c5000646e24e083c8a5a39f800dbf47f02780fb2696f6009eai0,258,0,ab258,C:\Users\Administrator\Desktop\atommap\258.atommap.svg,258
58695,ab93775fd709a7ec9057d804ebf27430e5db5753216c5fb3c11442d00bde8ca3i0,937,3,ab937,937.atommap.svg,937
58696,ab57523ec72c4707c3ada0ef35e53a126f73ba8cc0266b5c558da84b1e1c4c77i0,575,0,ab575,575.atommap.svg,575
58697,ab71861307d628bea9c5b139981040943d459e1b682550d757ed6b42f6bb1a18i0,718,1,ab718,718.atommap.svg,718
58698,ab566bca26df2a0a930cd8cde11a03f29ee36e22feea324b92e98d3ded96d86fi0,566,2,ab566,566.atommap.svg,566
58699,ab533bb4e6db9d4c4446e7377526d095e5993903b70a442d17d39972dd2623eai0,533,1,ab533,533.atommap.svg,533
58700,ab960ad8ca171db9b9fc2f1ed92dd74f319460f65423cf01c22a437a050d225ci0,960,0,ab960,960.atommap.svg,960
58701,ab9706ade84f0d846701ec527e7493ab939fbac4e9c2e0a84eb5a64354a40139i0,970,0,ab970,970.atommap.svg,970
58704,ab1724cabdc549b73ae70d9c470d1d88c77efac2135fd9fde1818811f719c272i0,172,0,ab172,172.atommap.svg,172
58705,ab436487bb3bf9c320f00d60f756e4b3296db2896ac1eaab88d6a8c556b32adei0,436,0,ab436,436.atommap.svg,436
58706,ab7676487a8e892a88b748e581eeb65cd9d84661515262401575a2addcdc3a66i0,767,4,ab767,767.atommap.svg,767
58707,ab152c0a28adfa081b7ae6a50795e9d74bedb4d51b4a34027a29192798cc822ei0,152,1,ab152,F:\atom\152.atommap.svg,152
58708,ab945ad19e0886b7275f85aad3b593c4cf2693cdff0d067e727fdad5e5e476d6i0,945,0,ab945,945.atommap.svg,945
58709,ab517b3fa9e1e78fcc00dcc5c8261522b487970ebae14f49dd9cc3aafe26290fi0,517,1,ab517,517.atommap.svg,517
58710,ab176f95d396f727fba3eaa381fd7b98a68a2ebaa3288d33369605aadea5757bi0,176,0,ab176,176.atommap.svg,176
58711,ab89246834663ad9128797377a9d4abef96b1a57843d7c8942899d7d48b6a756i0,892,2,ab892,892.atommap.svg,892
58712,ab1763f3a1b4b4fbb933fbfa9f7c880ad9eb063633edd2e9f589240ffefab388i0,176,1,ab176,176.atommap.svg,176
58713,ab8223ea86c6ef879854694c02c560eada5812dcb05dbd459226d008a4a6a6f7i0,822,2,ab822,822.atommap.svg,822
58714,ab5133e463694a7a0fa7dd00b1d6b71ab1b486f6d00fc73e89d7e5331474eba2i0,513,1,ab513,513.atommap.svg,513
58715,ab9722e310fe86a743bf82cd05d8c7c9ec21497a8aee2bf86ec2bca276f9c7b8i0,972,0,ab972,972.atommap.svg,972
58716,ab19071e1da4df3d5fbaedc830b13a70614f3c5790a825f087d6698e571d687ai0,190,0,ab190,F:\atom\190.atommap.svg,190
58717,ab282d82c30b1fb8fb40f2ca9a0c99e14ae9ffcee7c9fd760d38e534ff2bd705i0,282,3,ab282,282.atommap.svg,282
58718,ab301a09c81ea81c65e84ad81c888edad768283420a452ad45097e01ba1904eci0,301,1,ab301,301.atommap.svg,301
58719,ab4939c3e0ebc83cf1cd5ebfd26a354ce4a33d98dd5860fa47551408af642606i0,493,0,ab493,493.atommap.svg,493
58720,ab241b421587df451c22d627bf1d3c5fa500a15dc555a9dce9ff0efdc8fc80a1i0,241,0,ab241,241.atommap.svg,241
58721,ab2693f44ef75a1f3d6355e1446018e59e9c709e039affd9537b41736bbcf499i0,269,0,ab269,269.atommap.svg,269
58722,ab2680d73dbcdb79d3703242fc40f00f623740de8f8e38b52b2d44aa2dc6ae68i0,268,0,ab268,268.atommap.svg,268
58723,ab44834683e8037fa257f951058197e4c77f034b036458de3f9e0fdecec503d7i0,448,1,ab448,448.atommap.svg,448
58724,ab8393330cb944438ffe06b1422ae9b019d5d9c708bda115ccd4aa79f69c3830i0,839,0,ab839,839.atommap.svg,839
58725,ab88505cdaff8a7d8c8fa74a46b75b0c35c94b6518b084ac1a6b04dfbc684152i0,885,0,ab885,885.atommap.svg,885
58726,ab17676782e80102f8768e312c731caf2b9ed6f4961890ba792c3617b337e070i0,176,2,ab176,176.atommap.svg,176
58727,ab828c49929ee09d43791d308b448771fff9d61c4505d806a5e427e047c839f9i0,828,2,ab828,828.atommap.svg,828
58728,ab21472cf009462921488e94c42c2f9441dcd29a7cd667bc6b0bc154bf531875i0,214,1,ab214,214.atommap.svg,214
58731,ab49569925046889b142e5e91f564b45fb05895f0fc02b0ee4a07cc2467b5932i0,495,1,ab495,495.atommap.svg,495
58732,ab88226927316036843cbc5d15c12a2e7125560576beeffe1880db12f0d29548i0,882,0,ab882,882.atommap.svg,882
58733,ab8833511722d676b5b98e0d13e4dadda20ab10fbbf095ce89c94f4650320909i0,883,0,ab883,883.atommap.svg,883
58734,ab2997d5e83f936e40036a3201a4bd8eb46584326c9339ee3ac36ec08ebd757ci0,299,1,ab299,299.atommap.svg,299
58735,ab28531fa4deea16becbf2e3da5b7fed654b2bbcc9f1e658839a61514ffcb0dbi0,285,1,ab285,285.atommap.svg,285
58736,ab31747e7189762151e88775e971c6056a26950da259b8ffdccc321986e7e1ffi0,317,1,ab317,317.atommap.svg,317
58737,ab6703c4f45d0e9c17f33992d0d62e63417099eab9260894229d4eefd56409edi0,670,1,ab670,670.atommap.svg,670
58738,ab6619856f628f8bc4bf1e75a7a1862804b6a01b7bc871d868549c14869f1793i0,661,2,ab661,661.atommap.svg,661
58740,ab961377fec661538254c0c65f952c63361c79f6a4b7fe7b57001a7abb0178b1i0,961,0,ab961,961.atommap.svg,961
58741,ab4891b063eeaf1186a07289cb294f9ed81471604b4428e3873dfb91becc2da3i0,489,0,ab489,489.atommap.svg,489
58742,ab179b148834c0a85822503fbf24f35510d0232967ff10909bfde33034a127d8i0,179,2,ab179,179.atommap.svg,179
58743,ab975972aeae77f1db99046926f2df4de166b84e1e5810083daa5ba9b9eb705ei0,975,4,ab975,975.atommap.svg,975
58744,ab5270b58bc30c400476bed3072eb9328b9a5e9f423309fe4f0e54ce18752739i0,527,2,ab527,527.atommap.svg,527
58745,ab4807247bf82f03328901b889044fe3187f90fb2724bcf63a4fc109df64b21ci0,480,0,ab480,480.atommap.svg,480
58751,ab8574d8c85c649e505352ff4c58ac3212fef7b97178dc42cece2b9cb59c7275i0,857,0,ab857,857.atommap.svg,857
58752,ab64652570085e18fa37c1ecaeb481989ff531fec5e048604a0ef7fd137909fbi0,646,0,ab646,646.atommap.svg,646
58753,ab83807f47c0b6316ed872bd360b10ff23727dc88d43f3ec76570630a91ba32fi0,838,1,ab838,838.atommap.svg,838
58754,ab9197be2a415252dc33296a884414ac72693d26328a9eb7584fc8dceb4ed39ei0,919,2,ab919,919.atommap.svg,919
58756,ab323f2a958053969bfbe0283f0eac2dbf8431f1c93bd3482e4397ad0b93acf4i0,323,0,ab323,323.atommap.svg,323
58757,ab172d41236b912e580c5b656a78ea3dfd7c549ba58e649b77189e5c1a9c9c78i0,172,1,ab172,172.atommap.svg,172
58758,ab7753a26672b74d01dde77e58f02811c98967a5170e0b963ca5d81d774d3236i0,775,2,ab775,775.atommap.svg,775
58759,ab327f0f6a9c88f0e57cbf7a1a6de49ac49aeb7e1230bc395e38477788101d0ei0,327,2,ab327,327.atommap.svg,327
58760,ab489b3e71b5492b815d606448c5267da1b5ccfd3cd6a7457dc2e245ed93e875i0,489,1,ab489,489.atommap.svg,489
58761,ab314951da747566e8207f934d4d11db45f9ddbbb02e7bff622967bad66d444di0,314,2,ab314,314.atommap.svg,314
58762,ab15027fc03e0c70087f080f6e8d7a543c1cd283ca4ffebfb90c6946cd88645ci0,150,2,ab150,150.atommap.svg,150
58763,ab9514a4978035d3456eda838c8fc4e0f8126bb5e02b96a8ccffadd5927eb2b2i0,951,1,ab951,951.atommap.svg,951
58764,ab3840c6a02634bc695c4ee04fd3d8cd2c6991d9c6a8ec1e689fe0c559eaaa30i0,384,1,ab384,384.atommap.svg,384
58765,ab17600f5d0b205e3a8704fd2e0ba106dff64ca2996d0845007ee93ca6a0bcfdi0,176,3,ab176,176.atommap.svg,176
58766,ab775e6625be59b6c53cb7f119740f04916b35b45a10af5fbfee620307434597i0,775,3,ab775,775.atommap.svg,775
58767,ab66701bcb89d8a63261f3638987d74707998867db33fc94c3afaadee44e808bi0,667,0,ab667,667.atommap.svg,667
58768,ab335c6b1760cfc169daee82a13920bf172ef6aff152746ff13d6a4b18112728i0,335,1,ab335,335.atommap.svg,335
58769,ab84094061af66f7b8e9239749c1059fb8ae9c79fc9b2ec861f7059e1f0a77b5i0,840,0,ab840,840.atommap.svg,840
58770,ab5759a51b5ac99a33ed775ca59b222d3c4653102bba8b7268071cdc6216df30i0,575,1,ab575,575.atommap.svg,575
58771,ab95545defa1f5838f7cd6b754fe409f36d6d41e382d660666afdb4da39743c9i0,955,0,ab955,955.atommap.svg,955
58772,ab587528b9af6bb874909e1dcdba2ec80c0462e148455f0efbd6082a4b08d239i0,587,0,ab587,587.atommap.svg,587
58773,ab61691f4abbeb7044744ed290e38f5e71e27277d3e868b5f3eac5f0ba11c131i0,616,1,ab616,616.atommap.svg,616
58774,ab4765b38c815483779a993a1909e354012efc95b2c1d44a177a5ccdd8ab4851i0,4765,0,ab4765,4765.atommap.svg,4765
58775,ab1910f16a4a9ad8ebb025240eff36b255ef6fb10e74e43c4ffd06aeabac3740i0,191,2,ab191,191.atommap.svg,191
58776,ab3357176cbe5d67e390a953bf1e8ec2ab880aa5c42066c7006f918de183967fi0,335,2,ab335,335.atommap.svg,335
58778,ab9047ef0a80c6f49a1f12089abf7c665d29a78b9e31139d94c430e34d07f3cai0,904,1,ab904,904.atommap.svg,904
58780,ab763f32e41bae951f1bc334dc6dab52000a5fd5cdba6b967094432cfe767106i0,763,6,ab763,763.atommap.svg,763
58782,ab466d233522cd12c4a19f8461382e18e702fe000cf4de969169f7e05556055ci0,466,1,ab466,466.atommap.svg,466
58783,ab35636dcb87012ae9715d4f37036c21ceae8622f404d40aed0db73a99a4e05ci0,356,0,ab356,356.atommap.svg,356
58788,ab513b321ca6ccb21b58ff20f80b05bd14701fa75fb8b600dd8d552ace871feci0,513,2,ab513,513.atommap.svg,513
58789,ab36041a104dd6a62130627dced93b93d987f35d1ce7a33a9928b1d08652135bi0,360,1,ab360,360.atommap.svg,360
58793,ab9702fe5fdeec95c5d8c32b810f406a590a83f6a6f222dd6a4e4d3f717764e4i0,970,1,ab970,970.atommap.svg,970
58794,ab6939b2f343f275e519dda17aab0a9bf5d927b955ac25d149b66d0bdc1ebdb0i0,693,0,ab693,693.atommap.svg,693
58795,ab605d778a8ef53615a63972767cdc3cd1c22b8842ab0e9fb57b0e916fa6c85ci0,605,1,ab605,605.atommap.svg,605
58796,ab461d05b0a68290ebc347c05892f29a3777f55454f393f433502523d5cbf7f5i0,461,0,ab461,461.atommap.svg,461
58797,ab517aea38e3c274a974e38a9e416daa1fea3daf76d4198e4b0d0c3ae9f23160i0,517,2,ab517,517.atommap.svg,517
58798,ab9146511c1ff0d67c40ebfa8790d8075f91d79e41526f45dd706271bdc8b229i0,914,0,ab914,914.atommap.svg,914
58800,ab95399add4d8190aaea35342b57e04ec0456da4cfe4ffa9de03ddce68ebd593i0,953,1,ab953,953.atommap.svg,953
58801,ab74027f0cce6611817bd003d61a8b5968cd23d1cdd7a3ffe3b91a85be89c04ai0,7402,0,ab7402,7402.atommap.svg,7402
58802,ab174898f811fd12355fc15f18d9a1047778a30ec1d44e2170e9cc7a06f13432i0,174,2,ab174,174.atommap.svg,174
58803,ab95783eaaafb1818302594ad1f78f84a814a67d9b726b9b357901f7b178084ai0,957,1,ab957,957.atommap.svg,957
58805,ab26163201e9506f5336a4fed2a08bc9e8b5986c42eaafaaca3d0ebd587075ffi0,261,0,ab261,261.atommap.svg,261
58806,ab984fb33c19accaaf81fbb087a59ff8c6189bff53c15722e8acfb1b87999875i0,984,3,ab984,984.atommap.svg,984
58807,ab46073c5950862eda871b0b17960467bda045f818d97a6e236de3148a0a13f7i0,460,0,ab460,460.atommap.svg,460
58808,ab4695433c85d3cd50c46b4c6c071d906de5f0199409dc704eb07bffbc84586ci0,469,0,ab469,469.atommap.svg,469
58809,ab9319d5e83580db72b5afba444c0e0239a676d619091e334ccffde6f6a2572bi0,931,5,ab931,931.atommap.svg,931
58810,ab98548bdff3b37490146a8b2120855943bb9eb4c31cf095e2fc65e0ac5e4070i0,985,3,ab985,985.atommap.svg,985
58811,ab76156f2c5dc7242982ce08b288f48addfa58ced949685f0048917d50537253i0,761,5,ab761,761.atommap.svg,761
58813,ab25683d091fef62de6380451b2e78d0f1ff7616ab4dcf8dc298b1fce57c02c2i0,256,0,ab256,256.atommap.svg,256
58815,ab201c30e37227587ce8551bfaeff84782aa03091b573f8111da57d18c10b63di0,201,2,ab201,201.atommap.svg,201
58816,ab4933e9485a12ed948e61a661215657d5e2256a369019b51f26e7494b78fb64i0,493,1,ab493,493.atommap.svg,493
58818,ab999e4e15567f0ad7759f1f085b4a80b3ab956debd89b799d0e3762486e1492i0,999,9,ab999,999.atommap.svg,999
58819,ab323f8aa70072fbc1aa7353d94bfed331450ede036e77e99440541d3a4293b7i0,323,1,ab323,D:\atommap\323.atommap.svg,323
58820,ab175b1cec038125d0d04e9c235ddb561736466683e4f839f101244f25aaeb23i0,175,1,ab175,D:\atommap\175.atommap.svg,175
58821,ab84254e898faff7b16830b10078f4f3435460cd10718269eedd045b3715c893i0,842,3,ab842,842.atommap.svg,842
58822,ab172540e18c00bf17340303cf24913cc48ab1e85448c4a807a46d3c36955a50i0,172,2,ab172,172.atommap.svg,172
58823,ab961d57258fd09c42d754dd496ac5b627cc8c3c3847b56361dee3989c6865bci0,961,1,ab961,961.atommap.svg,961
58824,ab48058bb757be2a9a7e0180542963aa5e27ba72ee119596a664bad0aa66990ai0,480,1,ab480,480.atommap.svg,480
58825,ab9221781ca053cc49a7472e2b44ce8b8f91e1e3dcffc9fd4351bcf2c1a3f7bbi0,922,1,ab922,922.atommap.svg,922
58826,ab798125290bc3d25e4124e298567b0a99eb14a1c5d3829d2b07efaa4480bba7i0,798,0,ab798,798.atommap.svg,798
58827,ab436a0f53147eee70d75690a3ff5a4876120b8e9d4f2a60a694764755b79cfai0,436,1,ab436,436.atommap.svg,436
58828,ab6666853bf57f4026d165ce8ad7e3386ad363709d4446ca5417d9920da75865i0,666,3,ab666,666.atommap.svg,666
58829,ab12340ad23ffc49990e0e267a10e987666b782d6f4aa9875acb3e9efaf25380i0,1234,1,ab1234,1234.atommap.svg,1234
58830,ab356ee010eb2a300931c514d596733ce768fa0e2082741c73627be8f54019ffi0,356,1,ab356,356.atommap.svg,356
58831,ab298842cce612757b616062d9a33bb817d2824628e32c252201fa7c70f282a9i0,298,0,ab298,298.atommap.svg,298
58832,ab8390c51fca90700716c4d7ea51a65268cddf3cb11d70c4c844e2f9a540fcd3i0,839,1,ab839,839.atommap.svg,839
58833,ab96039d9428006cbf37cb3307e891bf149bff205d8dcb5ac543427c26cc5a15i0,960,1,ab960,960.atommap.svg,960
58834,ab692cbc3f8fb420c8625dff7bbb2a10eb3e1649c2568a814d799793bfe32f9ci0,692,0,ab692,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\692.atommap.svg,692
58835,ab1671c7f46064b02282ca750cc35d9af0579222166cc529631d743a85b0e3dai0,167,0,ab167,E:\atommap\167.atommap.svg,167
58836,ab241a872958e0e69341dccf09bd9bf40c506abd963dbdaa2610227d221a99edi0,241,1,ab241,241.atommap.svg,241
58837,ab10838190f34fbd0b08f82a2ccecd58d6b956d79e2b5a3acd660b0ee16a2b5ei0,108,1,ab108,108.atommap.svg,108
58838,ab875f6dacb8a2e32b1cd1359653dd1cb1fbfe7a97de77884a4d9b022708f061i0,875,2,ab875,875.atommap.svg,875
58839,ab86439e4e5009a5bd6e36717fea032b494c91d0ed3244cb0c5bb392d8d447d0i0,864,0,ab864,864.atommap.svg,864
58840,ab606af5e898fa43f19a28d467fef3788dfa18438659df5f64f8c8d97b22ed17i0,606,3,ab606,606.atommap.svg,606
58841,ab92179de83587d6c7723066cf09a66393bd0dba16e7304f07ffdf4857f3203ai0,921,2,ab921,E:\atommap-nft\nft2\921.atommap.svg,921
58842,ab55094eea954adfd2938d4a9e1cd54775bc579dc36d2e70ae0b1e4c06135243i0,550,0,ab550,550.atommap.svg,550
58843,ab328f23605b77c47238950d91ac54d5132aeac24632a2fcea384a9d90e22d70i0,328,0,ab328,328.atommap.svg,328
58844,ab5583b682b526d19a3ef0ad80f3bbdddb5e07b627059f14908c4fca2b0c7b5fi0,558,0,ab558,558.atommap.svg,558
58845,ab56574e6e868f1b86560a5f46956e5394af0deb617d05d36c4355deb3d2d81fi0,565,0,ab565,565.atommap.svg,565
58846,ab914a94675bde3f0faf737f02b5421f7203d5b4cb2458f02ceeed13b041949ei0,914,1,ab914,914.atommap.svg,914
58847,ab9146b029440893475d1712b86566d32b5cabed0143f60e769b7b9c8d0fe769i0,914,2,ab914,914.atommap.svg,914
58848,ab360c7ddcf3ceba092441f2acf2e41c6248d25886f7097a44251c470df07388i0,360,2,ab360,360.atommap.svg,360
58849,ab40265d9fdc44fd294e26343be433bd167fa76fc74d3f0fc3110b2ad1d2f40ai0,402,0,ab402,402.atommap.svg,402
58850,ab9880570e1890f9f66fae1c614c7d0f53cf92513c305a52b4bc21007572cb3fi0,988,1,ab988,988.atommap.svg,988
58851,ab6738382195fb86800e35a3493ed404ed8aaf8c8bea502414a54daa054a5186i0,673,0,ab673,673.atommap.svg,673
58852,ab90703e11f6b64b21308745610d8bf0866629c2ab74c8258e136aefb16693b6i0,907,1,ab907,907.atommap.svg,907
58857,ab587ec8584dc9af5cedd7147771cc6c0cb569cbf205fccbbe01264168356c63i0,587,1,ab587,587.atommap.svg,587
58858,ab9362eca1fa2447195cd0eb0f6a94e8bc9043a191c121e59ebb2b8cf74a8567i0,936,0,ab936,936.atommap.svg,936
58863,ab844b971b6df852a524151a4dee625be6b5940d9699d155c0943622630ec20ei0,844,0,ab844,844.atommap.svg,844
58864,ab256b7a8a85da72587a620aa38747f01d10d545f1f68a046b5c565c349ae2f7i0,256,1,ab256,256.atommap.svg,256
58866,ab944277fc3f4d145bca5ef7f2cebf6eb626d776e204e61579cf724fc3ff6da0i0,944,0,ab944,944.atommap.svg,944
58867,ab98946ead29f939668245fdec7c2877e4281fac54a0889331385d88987ded81i0,989,1,ab989,989.atommap.svg,989
58868,ab3649c96f64d4bef45c01f7944aee8c85fe078934e78e4b579df6b32c7e3a33i0,364,1,ab364,364.atommap.svg,364
58869,ab240bbb3c6c4ce9432a993449d63de7b79fa9e827ef905c239a3e71996b72f0i0,240,0,ab240,240.atommap.svg,240
58870,ab2892bb7e33d84fed2cd784215dc7d873e5828d9529b75d6bb6478161739277i0,289,0,ab289,289.atommap.svg,289
58871,ab241d774090c0b59c444936b8c33675be3e4a27dd50ab77dbbb766db644fbfbi0,241,2,ab241,241.atommap.svg,241
58872,ab61629406a9fb8903e395dbd09d2a0127b932e5c908c3a9ed5e2f82f623864bi0,616,2,ab616,616.atommap.svg,616
58873,ab261d6b19367584e9d9c0129688956ba1a9f2273df93b47417bafd685dbb717i0,261,1,ab261,261.atommap.svg,261
58875,ab7504f5968d1cd857ae635905ec421ec01b4ed7d0556f1034dcd0de45707744i0,750,2,ab750,750.atommap.svg,750
58876,ab88087a65794ae724cf713dad29c021af093ecff02fe5dc5f3e8dc84fe6a3f2i0,880,1,ab880,880.atommap.svg,880
58877,ab88462c26091372035bde40af3a50d68639dff68cd4515fb5ea8486e59dd431i0,884,0,ab884,884.atommap.svg,884
58878,ab2623d893c0f5b030c23a608312566c0a420ac3e8efadb1f4cd05cced2baaeai0,262,1,ab262,262.atommap.svg,262
58879,ab529041719afc1aac4e67d27d55a961e9eb867f58683ec9c7fe421f2c454173i0,529,1,ab529,529.atommap.svg,529
58880,ab575ab4dd9495ef171d1bcb1c3058afd18cc2d2d7fcd7c4c2b663bdd10c6637i0,575,2,ab575,575.atommap.svg,575
58882,ab942282cb9c85fdc7a4ea27825035158cebb6f1d96980726f18d1eb379a6c14i0,942,0,ab942,942.atommap.svg,942
58887,ab269aeb6c17349b175130660a70d8d7b817bb46914399b093a58eca728db54ci0,269,1,ab269,269.atommap.svg,269
58889,ab73907afcebce884c327501318fa8f414ac39a654b3fe00a7d19165255f04b8i0,739,6,ab739,739.atommap.svg,739
58891,ab289d571ebb5e8c5565c0c6ad3e5b93e2968809e0d9c697d703c7fee7025cf6i0,289,1,ab289,289.atommap.svg,289
58894,ab7573bfefb74cbe99797978afd49a800c5641b09daabc3dd96ed550f23c10f8i0,757,2,ab757,757.atommap.svg,757
58895,ab9203851e70615b2029d1da13371118a5abe5f8670d16e83d5f091d5d5edae4i0,920,0,ab920,920.atommap.svg,920
58897,ab8227f68b1ba2e5ea6fcd8a40c762a63848b7d8a3efff9604109e58aadd3a95i0,822,3,ab822,822.atommap.svg,822
58900,ab545a5f153f0de1e0a5f31797187192892d8e1bbbeac89a76df2d2088a6d422i0,545,0,ab545,545.atommap.svg,545
58902,ab2686a8ed0078270306e3c4fb25b2364ab03de1f643f7ec5f0d5e781f0162a1i0,268,1,ab268,268.atommap.svg,268
58903,ab2586311ab72feb7e2a5884c4f71858ec5185a54b8eaf75f320aad78345701fi0,258,1,ab258,258.atommap.svg,258
58904,ab934310b25a02bf27f213d6aa6b0fb8e7c1ce8c8bf802fd0c497719f542df40i0,934,1,ab934,934.atommap.svg,934
58905,ab3485252e5364f5ec2625c5c8b6e6d3634b92fc38d6192836d608da2a113155i0,348,2,ab348,348.atommap.svg,348
58906,ab4709366a1dd93efc65720e83dabf91dfa5166aab0a4a167255b5b9830b759fi0,47,7,ab47,47.atommap.svg,47
58908,ab51278ad143bc937bf4e30f6f51159396bb011ba7c4764cadaee2d24280c8fdi0,512,1,ab512,512.atommap.svg,512
58914,ab95718dec003d7e4f24ffd00fca398185720ab05dec9307011a1d7aaf071408i0,957,2,ab957,957.atommap.svg,957
58916,ab7447e88026699e7d641540101776e3a963ce287730605a940db86779fb8148i0,744,2,ab744,744.atommap.svg,744
58917,ab494e65c740eb5717cbce2db8ab1ecb94ae7ce4070eabe0603392ad09ab3866i0,494,2,ab494,494.atommap.svg,494
58918,ab192112d01fa5cee44ebe9f423e41c348b59af44962b19644cc0a4a3dc52d15i0,192,1,ab192,192.atommap.svg,192
58919,ab5703887fa1a64fd2e835292bb2be3ff1f057f858d5b7ccf8c5eb2ce8f53e73i0,570,1,ab570,570.atommap.svg,570
58920,ab537a4ffaed3e3890c213257dd7adc95375d08a73b758b74a1d9fd219b4b488i0,537,1,ab537,537.atommap.svg,537
58922,ab309ece5878c6061206c31f341bcd9387fb39d21f1e7acde0e55ed22270cd73i0,309,2,ab309,309.atommap.svg,309
58927,ab7087e41871791b65463cd9daf36a676048e5fc72ba7efce8ef312356459b3bi0,708,1,ab708,708.atommap.svg,708
58928,ab70fa678f373a91f1e0a092791c1009da4fd3cf9e2bb9f11919b84c72822488i0,70,3,ab70,70.atommap.svg,70
58929,ab986c57f175dc51805c7a63946a83c256cc220db7ce69e0d8de57bf9e735027i0,986,2,ab986,986.atommap.svg,986
58931,ab34320180419f91e5b86fb7ee386cee8c593394482a9ca539982fc78a986d10i0,343,1,ab343,343.atommap.svg,343
58932,ab61d6681dfe670cd2c8e137f23450e70993eb90fcd7686652e8f6a97c48ef6ei0,6,6,ab6,6.atommap.svg,6
58933,ab391313af87803d3526857a3a7a95f8983f95c766c9878d9867dc53c818b1f2i0,391,3,ab391,391.atommap.svg,391
58934,ab8048b904c2e08a6852293d64894114423d730eafe145ca325bed5402a993b2i0,804,1,ab804,C:\Users\Lenovo\atomicals-js-master\atomicals-js-master\804.atommap.svg,804
58935,ab808076c807eade120b7e7285267bbba14190f28df321a0a627c2f2925a1702i0,808,5,ab808,C:\Users\Lenovo\atomicals-js-master\atomicals-js-master\808.atommap.svg,808
58936,ab2264bed053179399a7e45a43f78e8970fb71abb3c5e0d295899c641ed2cb5ei0,22,2,ab22,C:\Users\Lenovo\atomicals-js-master\atomicals-js-master\22.atommap.svg,22
58937,ab237384184e8cd96f016807ff8376889cfd084dc0837028a09015cea7a42dcfi0,23,4,ab23,C:\Users\Lenovo\atomicals-js-master\atomicals-js-master\23.atommap.svg,23
58938,ab20d881ae4581801108ee8c3de2fba97f38ebac01bf4bbcab388511eeaff69ai0,20,3,ab20,C:\Users\Lenovo\atomicals-js-master\atomicals-js-master\20.atommap.svg,20
58939,ab2137640c81a9b8a7a92bc5856cd9f2576bd1ed8e4abe578f0367af151158b9i0,21,5,ab21,C:\Users\Lenovo\atomicals-js-master\atomicals-js-master\21.atommap.svg,21
58941,ab2062900f1baea52f0fecf54da4b3357b19c739ea0e7ff810f755e2fb34761ei0,206,3,ab206,206.atommap.svg,206
58942,ab241e4479d371c639d906d11c241a089c84989388d9becd95711955bd124e7ei0,241,3,ab241,D:\atommap\241.atommap.svg,241
58943,ab262c3afe07120c9b0c821a86c9c902740792a791fabaaa3f66f9a2fb8694edi0,262,2,ab262,D:\atommap\262.atommap.svg,262
58944,ab2880b7bdc9af11572d9606619c560298518bebb54fe5cd1b5540317e209daei0,288,1,ab288,288.atommap.svg,288
58945,ab32179e57acadaf451aa42a18dc2a1def47a6ac2382e8980065758b1eecd5b5i0,321,2,ab321,321.atommap.svg,321
58946,ab961d29fc95c254b9673ae44bc7ef10eee90eae6f4a68aa22f67a0f31a6b950i0,961,2,ab961,961.atommap.svg,961
58947,ab8361feeb07cdd64527a84368142f00fecfd3bb909f8af3482d8a3d7258bc74i0,836,0,ab836,D:\Backup\Downloads\Atom-map-main\836.atommap.svg,836
58948,ab7108b91783d8eabcfba777c17d30919cc9529ba7eddefe71d574da8e8dab08i0,710,1,ab710,710.atommap.svg,710
58949,ab57503cff5b25d2dda593a9db00b185c34d68fff3c9c14f16c4c9522b69cd44i0,575,3,ab575,575.atommap.svg,575
58950,ab864730aaf6c8ec113396b277c764eb2df7fc19e35b63fafb26c0a800031039i0,864,1,ab864,864.atommap.svg,864
58951,ab942bd3b0bf589437e91e3bf09c86301c190e3f81a09e73abfd3de6b982a2e9i0,942,1,ab942,942.atommap.svg,942
58952,ab125577e85479a0d1395034363f17ea45610902af3b4942d20e8c40d6ee748fi0,125,2,ab125,125.atommap.svg,125
58953,ab83957b00c91d831ededdd6d0da513303c9b8b8fc1265f1507d4bf16329ac68i0,839,2,ab839,839.atommap.svg,839
58954,ab65051970f0b2b6763b8557a0c447aafa35d110e7ce7a7c093f3e92a86f14f6i0,650,1,ab650,650.atommap.svg,650
58955,ab553c7553db6d919eeae4c12d0ac2da42ab3bee8948193c2a2705b4858c0bbbi0,553,1,ab553,553.atommap.svg,553
58956,ab668196cc8b0062f5c166c33aca20517f9cfc76567d0503941b7e0f114522ebi0,668,3,ab668,668.atommap.svg,668
58957,ab75863a5506cbec13c1a6e52f70ea1ecf3eb13f5ebd1c41249a6acd5d326a12i0,758,2,ab758,758.atommap.svg,758
58958,ab2356f03c29debbe1dc1ac03a6c7932940b12c82c804a940753911792674a97i0,235,0,ab235,235.atommap.svg,235
